AGE,workclass,education_level,EDUCATION-NUM,marital-status,OCCUPATION,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,event_time,random_flag,source_system
65, Private, HS-grad,9, Divorced, Adm-clerical,, White, Female,0.0$,0,40, United-States,<=80K,20/05/25,Y,batch
35$, Private, 11th,7, Separated, Transport-moving, Not-in-family, Black, Male,3674,0,40, United-States,<=80K,02-14-2026 10:00:21,N,app
41,,,9, Divorced, Sales, Unmarried, Black, Female,0,0,38, United-States,<=80K,,,batch
25, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0.0$,0,42, United-States,<=80K,02/07/25,,app
33, Private, Some-college,10, Divorced, Craft-repair, Other-relative,, Female,0,,40, United-States,<=80K,06/12/25,,app
28, Private, Prof-school,15,, Prof-specialty, Not-in-family,, Male,0,0,55.00%, United-States,>80K,07/09/25 10:00,,web
59, State-gov, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,<=80K,07/01/24,N,crm
40,, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States,<=80K,06/07/25,N,app
41, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50,,>80K,02-16-2025 10:00:21,,batch
38, Local-gov, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States,>80K,01/06/24,N,crm
23, Private, HS-grad,,, Transport-moving, Own-child, White, Male,0.0$,0.0k,40, United-States,<=80K,15/10/23,N,app
40, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,,0,40, United-States,>80K,07/06/24 10:00,Y,web
41, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,20.00%, United-States,<=80K,30/06/24,Y,batch
24, State-gov, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States,<=80K,15/04/24,,web
38, Private,,10, Divorced, Craft-repair, Not-in-family, White, Male,,1741.0k,40, United-States,<=80K,11/03/24,,crm
58, Private, HS-grad,9.00%, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States,>80K,04-21-2025 10:00:21,,batch
32, Private, HS-grad,9.00%, Never-married, Other-service, Not-in-family, White, Female,,0,34, United-States,<=80K,16/09/24,,web
40, Private,,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,1977,60.00%, United-States,>80K,05/03/24,N,crm
41,, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,>80K,07/10/25 10:00,N,batch
42, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States,<=80K,12/11/25,,app
59, Local-gov, 10th,6, Widowed, Other-service,, Black, Female,0.0$,0,30, United-States,,02/09/26 10:00,,batch
19, Local-gov, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40.00%, United-States,,12-25-2024 10:00:21,Y,batch
58$, Private, Some-college,10.00%, Never-married, Transport-moving, Not-in-family, White, Male,0,0,20, United-States,<=80K,18/05/25,N,batch
,, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia,>80K,25/05/25,,batch
20, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female,,0,40, United-States,<=80K,30/11/23,Y,app
32, Private, HS-grad,, Separated, Other-service, Not-in-family, White, Female,0,0.0k,30, United-States,<=80K,09/06/25,,crm
45, Private, Assoc-voc,11, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States,<=80K,09/01/24,Y,crm
50, Private,,4, Divorced, Craft-repair, Not-in-family, White,,0,0,40, United-States,<=80K,12-30-2023 10:00:21,,batch
36, Private, Bachelors,13, Divorced, Prof-specialty,, White, Female,0.0$,0,40, United-States,<=80K,11/06/24,N,web
45,, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,<=80K,15/03/26,N,app
17, Private, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,12,,<=80K,09/12/25,,app
59$, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,4064,0,40, United-States,<=80K,04/02/25,N,batch
26, Private, 11th,7, Married-civ-spouse, Craft-repair, Husband, White,,0,0,40.00%, United-States,<=80K,27/03/24,N,web
37, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,75, Thailand,>80K,15/04/26,,crm
64, Private, HS-grad,9, Married-civ-spouse, Exec-managerial,, White, Male,0.0$,0,40, United-States,>80K,25/03/25,Y,app
33, Private, Bachelors,13, Never-married, Prof-specialty,, White, Female,0,0,45, United-States,,15/12/25,Y,web
33, Private, HS-grad,9,, Craft-repair,, White, Female,0,0.0k,40, United-States,>80K,02/04/24 10:00,Y,batch
61, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40.00%, United-States,,06/08/24,Y,batch
17, Private, 9th,5, Never-married,, Own-child, White, Male,1055,0,24,,<=80K,02/04/26,,app
50, Self-emp-not-inc, Masters,14.00%, Married-civ-spouse, Farming-fishing, Husband, White, Male,2407,0,98, United-States,<=80K,10/10/24,,web
27, Local-gov, Masters,14, Never-married, Prof-specialty, Own-child, White, Male,0,0.0k,, United-States,<=80K,09-28-2024 10:00:21,Y,app
30, Private, HS-grad,9, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States,,05-29-2024 10:00:21,N,app
43, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,, United-States,<=80K,16/07/25,Y,web
44, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7298.0$,0,40, United-States,>80K,05/08/24,,app
35, Private, Some-college,10.00%, Never-married, Exec-managerial, Not-in-family, White, Female,0.0$,0,40, United-States,<=80K,04-21-2026 10:00:21,Y,web
25, Private, Some-college,10, Never-married, Tech-support, Own-child, White, Female,,0,40.00%, United-States,<=80K,01/05/26 10:00,Y,web
, Private, Some-college,10, Married-civ-spouse,, Wife, White, Female,7298,0,48, United-States,>80K,31/03/25,Y,batch
22, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,15, Germany,<=80K,08/04/24 10:00,Y,batch
42$, Local-gov, Some-college,10.00%, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States,>80K,07/10/25,N,app
34, Private, Assoc-acdm,12, Divorced, Sales, Unmarried, Black, Female,0,0,45, United-States,,07/03/26,,crm
60, Private, Bachelors,13, Divorced, Prof-specialty, Not-in-family,, Female,0,0,42, United-States,<=80K,10/02/25 10:00,,app
21, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,,40, United-States,<=80K,06/09/24,Y,app
57, Federal-gov, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States,>80K,03/08/24,N,batch
41, Private, Prof-school,15.00%, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60.00%,,>80K,14/03/25,,app
50, Private, Some-college,10, Divorced, Other-service, Not-in-family, White, Male,0,0,45, United-States,<=80K,09/02/26,N,batch
, Private, Bachelors,13,, Exec-managerial, Not-in-family, White, Female,0.0$,0,40, United-States,<=80K,07/04/24,Y,app
50, Private, 7th-8th,4.00%, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0$,0,40.00%, Ecuador,<=80K,12-28-2024 10:00:21,N,app
36$, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,<=80K,05/01/24 10:00,,crm
31, Private, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,<=80K,04/06/24,,web
29, Local-gov, Bachelors,13, Never-married, Protective-serv, Not-in-family, White, Male,0,0,, United-States,<=80K,07-29-2025 10:00:21,,batch
21$, Private, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0.0k,45, United-States,<=80K,03/04/24,,web
27, Private, Bachelors,13.00%, Never-married, Tech-support, Unmarried, Black, Female,0,0.0k,40, United-States,<=80K,02/11/25,,app
65, Private, HS-grad,9.00%, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,16, United-States,<=80K,12-28-2023 10:00:21,,app
37, Self-emp-inc, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,0,0,60.00%, United-States,<=80K,23/07/24,N,app
24, Private, HS-grad,, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,<=80K,29/12/23,Y,batch
38, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,80, United-States,<=80K,04/11/25 10:00,,web
48, Private, Bachelors,13.00%, Married-civ-spouse, Adm-clerical, Husband, White, Male,7688,0,, United-States,>80K,28/11/25,,batch
21, Private, Some-college,10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,,25, United-States,<=80K,17/12/24,Y,web
, Private, HS-grad,9.00%, Married-civ-spouse, Transport-moving, Husband, White,,0,0,45, United-States,>80K,31/03/24,N,crm
, Private, HS-grad,9,,, Husband, White, Male,4386,0,40, United-States,>80K,01-30-2024 10:00:21,Y,batch
24$, Private, Some-college,10, Married-civ-spouse,, Wife, Asian-Pac-Islander, Female,0,0,40, Laos,<=80K,07/04/25 10:00,N,app
43$, Private,,9.00%, Divorced, Adm-clerical, Not-in-family, White, Female,0,0.0k,40, United-States,<=80K,27/11/25,N,app
26, Private, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States,<=80K,17/02/26,N,batch
46, Private, Assoc-acdm,, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,33.00%, United-States,<=80K,10/04/26,,web
, Private, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,,0,40, United-States,>80K,,,web
41, Self-emp-inc, Some-college,10,, Farming-fishing, Husband, White, Male,0,0,54.00%,,>80K,02/01/24,,app
26, Private,,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,<=80K,02/06/25 10:00,,app
34, Private, Masters,14, Married-civ-spouse,, Husband, Asian-Pac-Islander, Male,7298,0,35, Taiwan,>80K,12/01/24,N,crm
36, Self-emp-not-inc, Bachelors,13.00%, Divorced, Prof-specialty, Not-in-family, Black, Female,0.0$,0.0k,40, United-States,>80K,04-16-2026 10:00:21,,web
22, Private, Some-college,10.00%, Never-married, Sales,,, Male,0,0,15, United-States,<=80K,03-16-2025 10:00:21,Y,crm
24, Private, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,<=80K,07/02/26,Y,web
77$, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband,, Male,,,40, United-States,<=80K,23/07/25,Y,web
22, Private, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,0,,, Mexico,<=80K,27/10/25,N,crm
29, Private, Some-college,10, Never-married, Tech-support,,, Female,0,,40, United-States,<=80K,07/02/24,Y,app
62$, Private, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,24, United-States,<=80K,06-18-2025 10:00:21,N,batch
39, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White,,0,0,40.00%, United-States,<=80K,12/10/24,Y,crm
43, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1485,50, United-States,<=80K,30/09/24,,batch
35$, Private, HS-grad,9.00%, Divorced, Transport-moving, Not-in-family, White, Male,0.0$,0,45, United-States,<=80K,05/08/23,N,app
29, Private,,7, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,<=80K,11/12/23,N,web
76, Self-emp-not-inc, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,10, United-States,<=80K,01/02/24 10:00,,batch
63, Self-emp-not-inc, HS-grad,9.00%, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States,<=80K,03/10/24 10:00,N,web
43, Private,,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1887,50, United-States,>80K,27/07/24,,batch
58, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Handlers-cleaners,, White, Male,,0,40, United-States,<=80K,09-29-2023 10:00:21,Y,web
66, Private, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,2050,0,55, United-States,<=80K,29/02/24,N,web
41, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,45, United-States,<=80K,12/02/26,N,crm
26$, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family,, Male,,0,, United-States,<=80K,02-16-2024 10:00:21,N,batch
47, Private, Assoc-voc,11.00%, Never-married, Other-service, Not-in-family, White, Male,0,,40, United-States,<=80K,08/08/24,,web
55, Local-gov, 10th,6, Married-civ-spouse, Adm-clerical, Husband,, Male,0,0,40, United-States,<=80K,29/05/25,,app
53, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40.00%,,<=80K,,N,crm
17$, Private, 5th-6th,3, Never-married, Other-service,, White, Male,0,0.0k,48.00%, Mexico,<=80K,10-20-2023 10:00:21,Y,crm
30, Private, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States,<=80K,22/01/25,Y,batch
49, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States,<=80K,05-26-2024 10:00:21,,web
19, Private,,9, Never-married, Sales, Unmarried, Black,,0,0,30, Haiti,<=80K,02/01/25,,crm
45, Private, HS-grad,9,, Other-service, Husband, Black, Male,0,0,40.00%, United-States,<=80K,27/10/25,N,app
26, Private, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male,0,0,40.00%, United-States,,25/08/25,N,crm
38,, Assoc-voc,11.00%, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,,40, United-States,>80K,,N,crm
36$, State-gov, HS-grad,, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,40, United-States,>80K,21/05/25,,app
33, Private, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0.0k,20, United-States,<=80K,07/05/24,Y,app
22,, Some-college,10, Never-married, Protective-serv,, Black, Female,0,0,40, United-States,<=80K,03/07/26 10:00,N,app
43, Self-emp-not-inc, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,42, United-States,<=80K,05-17-2025 10:00:21,Y,batch
56, Private, Assoc-acdm,12, Married-spouse-absent,, Not-in-family, White,,0,0,25.00%, Iran,<=80K,21/08/24,Y,batch
31, Private, Bachelors,13, Never-married, Prof-specialty, Own-child,, Male,0,0,25, United-States,<=80K,09/12/24,,batch
33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>80K,11-16-2025 10:00:21,,crm
26, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0.0$,0,40, United-States,<=80K,16/04/25,Y,crm
33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>80K,21/03/26,,app
46$, Local-gov, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0.0k,30, United-States,<=80K,28/10/23,,web
38, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White,,0,0.0k,40.00%, United-States,>80K,02/04/25 10:00,,crm
65, Private, 11th,7, Widowed,, Unmarried, Other,,0,0,40, United-States,<=80K,10/03/26,N,app
40, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,>80K,06/07/24 10:00,Y,crm
42, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0.0k,35, United-States,<=80K,08-18-2024 10:00:21,,web
26, Self-emp-not-inc, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,,0.0k,40.00%, Portugal,<=80K,24/02/24,,app
36, Private, 10th,6, Married-civ-spouse, Other-service, Wife, White,,0.0$,0,24.00%, United-States,<=80K,04/05/25,Y,crm
62,, Masters,, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,>80K,18/07/25,Y,batch
43$,, Bachelors,13,, Transport-moving, Husband, White, Male,0,0,45, United-States,<=80K,20/12/24,N,crm
, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0.0$,1564,45, United-States,>80K,08/04/24,Y,web
22, Private, HS-grad,, Married-spouse-absent, Sales, Not-in-family, White, Male,0,,55, United-States,<=80K,05/10/24,,web
28,, HS-grad,9, Married-civ-spouse, Craft-repair, Husband,, Male,0,0,40, United-States,<=80K,04/12/23,Y,crm
56$, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,<=80K,18/08/25,,crm
22, Private, Assoc-acdm,12, Never-married, Sales,,, Female,,0,15, United-States,<=80K,03-21-2025 10:00:21,,web
57, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45.00%, United-States,>80K,13/12/23,N,app
39, Private, HS-grad,9.00%, Divorced, Sales, Unmarried, White, Female,0.0$,,40, United-States,<=80K,07/11/25 10:00,N,app
26,, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,15, United-States,<=80K,05/11/25,N,web
17, Private, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States,<=80K,09/10/25 10:00,N,crm
40$,,,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0$,0,, United-States,>80K,10/09/24 10:00,N,web
45$, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40.00%, United-States,<=80K,03/11/23,Y,crm
44, Private, HS-grad,9,, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States,<=80K,10/08/23,Y,app
, Local-gov, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States,<=80K,11/02/26,,web
33, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,,,, United-States,<=80K,02/07/24,,batch
23, Private, Some-college,10, Never-married, Sales,, White, Male,0,0,40, United-States,<=80K,04-22-2025 10:00:21,N,crm
46, Self-emp-not-inc, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,, United-States,<=80K,04/11/25,N,batch
38, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0.0k,50, United-States,<=80K,04/03/25,N,app
54, Private,,9.00%, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,<=80K,05-13-2024 10:00:21,,app
46, Private, 5th-6th,3, Divorced, Craft-repair, Not-in-family, White, Female,0,2339,45, United-States,<=80K,15/10/24,N,crm
25$, Private, Some-college,10.00%, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,,07/12/24 10:00,Y,web
46, Private, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,40.00%, United-States,<=80K,10-31-2024 10:00:21,Y,app
36, Local-gov, Some-college,10, Married-civ-spouse, Transport-moving, Wife, White,,0,0,40, United-States,<=80K,06-17-2024 10:00:21,N,web
, Private, HS-grad,9.00%, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States,<=80K,,,web
29, Private, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,<=80K,16/07/25,N,web
44, Private,,10, Married-civ-spouse, Adm-clerical, Wife, White,,0,2415,6, United-States,>80K,30/05/24,,crm
19, Private, Some-college,10, Never-married, Adm-clerical, Own-child,, Female,0.0$,0,16, United-States,<=80K,11-26-2024 10:00:21,,web
19, Private, HS-grad,9, Never-married, Other-service, Other-relative, White, Female,0.0$,0,40,,<=80K,09-29-2024 10:00:21,,crm
35$, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States,>80K,12/11/25 10:00,N,batch
